"id";"moto_similares";"caminhao_similares";"onibus_similares"
261242;"sim";"não";"não"
261243;"não";"sim";"não"
261244;"não";"sim";"não"
261245;"não";"não";"não"
261246;"não";"não";"não"
261247;"sim";"não";"não"
261248;"sim";"não";"não"
261249;"não";"não";"não"
261250;"não";"não";"não"
261251;"sim";"não";"não"
261252;"não";"não";"não"
261253;"sim";"sim";"não"
261254;"não";"não";"não"
261255;"não";"não";"não"
261256;"sim";"não";"não"
261257;"sim";"não";"não"
261258;"sim";"não";"não"
261259;"sim";"não";"não"
261260;"não";"não";"não"
261261;"não";"sim";"não"
261262;"sim";"não";"não"
261263;"sim";"não";"não"
261265;"não";"não";"não"
261266;"sim";"não";"não"
261267;"sim";"não";"não"
261268;"sim";"não";"não"
261269;"sim";"não";"não"
261271;"não";"não";"não"
261272;"sim";"não";"não"
261274;"não";"não";"não"
261275;"não";"não";"não"
261276;"não";"não";"não"
261277;"não";"não";"não"
261278;"não";"sim";"não"
261279;"não";"sim";"não"
261280;"não";"não";"não"
261281;"não";"sim";"não"
261282;"não";"sim";"sim"
261283;"não";"sim";"não"
261284;"não";"não";"não"
261285;"não";"não";"não"
261286;"não";"sim";"não"
261287;"sim";"não";"não"
261289;"não";"sim";"não"
261290;"sim";"sim";"não"
261291;"não";"sim";"não"
261292;"não";"não";"não"
261293;"sim";"não";"não"
261294;"não";"não";"não"
261295;"sim";"não";"não"
261296;"sim";"não";"não"
261297;"sim";"não";"não"
261298;"sim";"não";"não"
261299;"sim";"não";"não"
261300;"não";"não";"não"
261301;"sim";"não";"não"
261302;"não";"não";"não"
261303;"sim";"não";"não"
261304;"sim";"sim";"não"
261306;"não";"não";"não"
261307;"sim";"não";"não"
261309;"não";"sim";"não"
261310;"não";"sim";"não"
261311;"sim";"não";"não"
261312;"sim";"não";"não"
261313;"não";"sim";"não"
261314;"sim";"não";"não"
261315;"sim";"não";"não"
261316;"não";"não";"não"
261317;"sim";"não";"não"
261318;"não";"não";"não"
261319;"sim";"não";"não"
261320;"não";"não";"não"
261321;"não";"sim";"não"
261323;"não";"sim";"não"
261324;"não";"sim";"não"
261325;"não";"não";"não"
261327;"sim";"não";"não"
261328;"não";"não";"não"
261329;"não";"sim";"não"
261330;"não";"não";"não"
261331;"não";"não";"não"
261332;"não";"não";"não"
261333;"sim";"não";"não"
261334;"não";"sim";"não"
261335;"não";"não";"não"
261336;"não";"não";"não"
261337;"não";"sim";"não"
261338;"não";"sim";"não"
261339;"sim";"não";"não"
261340;"não";"não";"não"
261341;"não";"sim";"não"
261342;"sim";"não";"não"
261344;"sim";"não";"não"
261345;"sim";"não";"não"
261346;"não";"não";"não"
261347;"sim";"não";"não"
261348;"não";"sim";"não"
261349;"não";"sim";"não"
261350;"sim";"não";"não"
261351;"não";"não";"não"
261352;"sim";"não";"não"
261353;"sim";"não";"não"
261354;"não";"sim";"sim"
261356;"não";"sim";"não"
261357;"não";"não";"não"
261358;"não";"não";"não"
261359;"não";"não";"não"
261360;"sim";"não";"não"
261361;"não";"não";"não"
261363;"não";"sim";"não"
261364;"não";"não";"não"
261366;"não";"sim";"não"
261367;"não";"sim";"não"
261369;"sim";"sim";"não"
261370;"não";"não";"não"
261371;"não";"não";"não"
261372;"não";"não";"não"
261373;"sim";"não";"não"
261374;"sim";"não";"não"
261375;"sim";"sim";"não"
261376;"não";"sim";"não"
261377;"não";"sim";"não"
261378;"não";"não";"não"
261379;"sim";"não";"não"
261380;"não";"não";"não"
261382;"não";"não";"não"
261383;"sim";"sim";"não"
261385;"não";"não";"não"
261386;"sim";"não";"não"
261388;"sim";"não";"não"
261389;"não";"sim";"não"
261390;"sim";"não";"não"
261391;"sim";"sim";"não"
261392;"sim";"não";"não"
261393;"não";"não";"não"
261394;"não";"sim";"não"
261395;"sim";"não";"não"
261396;"não";"não";"não"
261397;"não";"não";"não"
261398;"não";"sim";"não"
261399;"sim";"não";"não"
261400;"não";"sim";"não"
261401;"não";"não";"sim"
261402;"sim";"não";"não"
261403;"não";"sim";"não"
261404;"não";"não";"não"
261405;"não";"sim";"não"
261407;"sim";"não";"não"
261408;"não";"não";"não"
261409;"não";"não";"não"
261411;"não";"não";"não"
261412;"não";"não";"não"
261414;"não";"não";"não"
261415;"não";"sim";"não"
261416;"não";"sim";"não"
261417;"não";"sim";"não"
261418;"não";"sim";"não"
261419;"sim";"não";"não"
261421;"não";"não";"não"
261422;"não";"não";"não"
261423;"não";"não";"não"
261424;"sim";"não";"não"
261425;"não";"não";"sim"
261426;"sim";"não";"não"
261427;"não";"sim";"não"
261428;"não";"não";"não"
261429;"sim";"não";"não"
261430;"não";"não";"não"
261431;"não";"não";"não"
261432;"sim";"não";"não"
261433;"não";"sim";"não"
261434;"não";"não";"não"
261436;"sim";"não";"não"
261439;"sim";"não";"não"
261440;"não";"não";"não"
261441;"não";"sim";"não"
261442;"não";"não";"não"
261443;"não";"não";"não"
261444;"sim";"não";"não"
261445;"não";"sim";"não"
261446;"sim";"não";"não"
261447;"não";"não";"não"
261448;"não";"não";"não"
261449;"não";"não";"não"
261450;"sim";"não";"não"
261451;"sim";"não";"não"
261452;"não";"não";"não"
261454;"sim";"não";"não"
261455;"sim";"não";"não"
261456;"não";"sim";"não"
261457;"não";"não";"não"
261458;"não";"não";"não"
261459;"sim";"não";"não"
261460;"não";"não";"não"
261461;"sim";"não";"não"
261463;"sim";"não";"não"
261464;"não";"não";"não"
261465;"sim";"não";"não"
261466;"sim";"sim";"não"
261467;"sim";"não";"não"
261468;"não";"sim";"não"
261470;"não";"não";"não"
261472;"não";"não";"não"
261473;"sim";"não";"não"
261474;"sim";"não";"não"
261475;"sim";"não";"não"
261476;"não";"não";"não"
261477;"não";"não";"não"
261478;"não";"não";"não"
261479;"sim";"não";"não"
261480;"sim";"não";"não"
261481;"sim";"não";"não"
261482;"não";"não";"não"
261483;"não";"não";"não"
261485;"sim";"sim";"não"
261486;"sim";"não";"não"
261487;"sim";"não";"não"
261488;"não";"não";"não"
261489;"sim";"não";"não"
261490;"sim";"não";"não"
261491;"não";"não";"não"
261492;"sim";"não";"não"
261493;"não";"não";"não"
261494;"sim";"não";"não"
261495;"não";"sim";"não"
261496;"sim";"não";"não"
261497;"não";"não";"não"
261498;"não";"não";"não"
261499;"sim";"não";"não"
261501;"sim";"não";"não"
261502;"sim";"não";"não"
261503;"sim";"não";"não"
261504;"sim";"não";"não"
261505;"não";"não";"não"
261507;"não";"sim";"não"
261508;"não";"não";"não"
261509;"não";"sim";"não"
261510;"não";"não";"sim"
261511;"sim";"não";"não"
261512;"sim";"não";"não"
261513;"sim";"não";"não"
261515;"não";"sim";"não"
261516;"não";"não";"não"
261517;"não";"não";"não"
261518;"sim";"não";"não"
261519;"sim";"não";"não"
261521;"não";"sim";"não"
261522;"não";"não";"não"
261523;"não";"sim";"não"
261524;"sim";"não";"não"
261526;"sim";"não";"não"
261527;"sim";"não";"não"
261528;"sim";"não";"não"
261529;"não";"não";"não"
261530;"sim";"não";"não"
261531;"sim";"não";"não"
261532;"sim";"não";"não"
261533;"sim";"não";"não"
261534;"sim";"sim";"não"
261535;"sim";"não";"não"
261537;"não";"não";"não"
261538;"sim";"não";"não"
261539;"não";"sim";"não"
261541;"sim";"não";"não"
261542;"sim";"não";"não"
261543;"sim";"não";"não"
261545;"não";"sim";"não"
261546;"não";"não";"não"
261547;"sim";"não";"não"
261548;"não";"sim";"não"
261549;"não";"não";"não"
261550;"sim";"não";"não"
261551;"não";"sim";"não"
261552;"não";"não";"não"
261553;"não";"sim";"não"
261556;"não";"sim";"não"
261557;"não";"não";"não"
261558;"não";"sim";"não"
261560;"não";"não";"não"
261561;"não";"não";"não"
261562;"sim";"não";"não"
261563;"não";"não";"não"
261565;"não";"não";"não"
261566;"não";"não";"não"
261567;"sim";"não";"não"
261568;"sim";"não";"não"
261569;"não";"não";"não"
261570;"não";"sim";"não"
261572;"não";"não";"não"
261573;"sim";"não";"não"
261574;"sim";"não";"não"
261577;"não";"não";"não"
261578;"não";"sim";"não"
261579;"sim";"não";"não"
261580;"sim";"não";"não"
261581;"sim";"não";"não"
261582;"sim";"não";"não"
261583;"sim";"não";"não"
261584;"não";"sim";"não"
261585;"não";"não";"não"
261586;"não";"não";"não"
261587;"não";"sim";"não"
261588;"não";"não";"não"
261589;"não";"sim";"não"
261590;"sim";"não";"não"
261591;"não";"sim";"não"
261592;"não";"não";"não"
261593;"sim";"não";"não"
261594;"sim";"não";"não"
261595;"não";"não";"não"
261597;"não";"sim";"não"
261598;"sim";"não";"não"
261600;"sim";"não";"não"
261601;"não";"sim";"não"
261602;"não";"não";"não"
261603;"sim";"não";"não"
261605;"não";"não";"não"
261606;"não";"sim";"não"
261607;"não";"sim";"não"
261609;"não";"não";"não"
261610;"não";"sim";"não"
261611;"sim";"não";"não"
261612;"não";"sim";"não"
261613;"não";"sim";"não"
261614;"não";"sim";"não"
261615;"não";"sim";"não"
261617;"não";"não";"não"
261618;"sim";"não";"sim"
261619;"não";"não";"sim"
261620;"sim";"não";"não"
261621;"não";"sim";"não"
261622;"não";"não";"sim"
261623;"não";"sim";"sim"
261624;"não";"não";"não"
261625;"sim";"não";"sim"
261626;"não";"não";"não"
261627;"sim";"não";"não"
261628;"não";"não";"não"
261631;"não";"sim";"não"
261632;"não";"sim";"não"
261633;"sim";"não";"não"
261635;"não";"não";"não"
261636;"sim";"não";"não"
261639;"não";"não";"não"
261640;"não";"não";"não"
261641;"sim";"não";"não"
261642;"não";"sim";"não"
261647;"sim";"não";"não"
261648;"sim";"não";"sim"
261649;"sim";"sim";"não"
261650;"sim";"não";"sim"
261652;"sim";"não";"não"
261653;"sim";"não";"não"
261654;"não";"não";"não"
261655;"sim";"não";"não"
261656;"não";"sim";"não"
261657;"não";"não";"não"
261660;"sim";"sim";"não"
261661;"não";"não";"não"
261662;"não";"não";"não"
261663;"sim";"não";"não"
261664;"sim";"não";"não"
261665;"não";"não";"não"
261666;"sim";"não";"não"
261667;"sim";"não";"não"
261668;"sim";"não";"não"
261669;"sim";"não";"não"
261670;"sim";"não";"não"
261671;"sim";"não";"não"
261672;"não";"sim";"não"
261673;"sim";"não";"não"
261675;"não";"sim";"não"
261677;"sim";"não";"não"
261678;"sim";"não";"não"
261679;"não";"sim";"não"
261680;"sim";"não";"não"
261681;"sim";"não";"não"
261682;"não";"não";"não"
261685;"sim";"não";"não"
261686;"não";"não";"não"
261687;"não";"não";"não"
261688;"sim";"sim";"não"
261689;"não";"não";"não"
261690;"não";"sim";"não"
261692;"sim";"não";"não"
261693;"não";"não";"sim"
261694;"não";"sim";"não"
261695;"sim";"não";"não"
261696;"não";"não";"não"
261697;"sim";"não";"não"
261698;"sim";"não";"não"
261699;"sim";"não";"não"
261700;"não";"não";"não"
261701;"sim";"não";"não"
261702;"não";"sim";"não"
261703;"não";"não";"não"
261704;"sim";"sim";"não"
261705;"sim";"não";"não"
261706;"não";"não";"não"
261707;"não";"não";"não"
261708;"não";"sim";"não"
261709;"sim";"não";"não"
261711;"não";"não";"não"
261715;"sim";"não";"não"
261717;"não";"não";"não"
261718;"não";"não";"não"
261720;"sim";"não";"não"
261721;"sim";"sim";"não"
261724;"sim";"não";"não"
261726;"sim";"não";"sim"
261727;"sim";"não";"não"
261728;"não";"sim";"não"
261730;"sim";"não";"sim"
261731;"sim";"não";"não"
261732;"sim";"não";"não"
261733;"não";"não";"não"
261734;"sim";"não";"não"
261735;"sim";"não";"não"
261736;"sim";"não";"não"
261737;"não";"sim";"não"
261738;"sim";"não";"não"
261739;"não";"não";"não"
261740;"não";"não";"não"
261741;"sim";"não";"não"
261742;"sim";"não";"não"
261743;"não";"não";"não"
261744;"não";"não";"não"
261745;"não";"não";"não"
261746;"sim";"não";"não"
261747;"não";"não";"não"
261748;"sim";"não";"não"
261749;"sim";"sim";"não"
261750;"sim";"não";"não"
261751;"não";"não";"não"
261752;"não";"não";"não"
261753;"sim";"não";"não"
261754;"sim";"não";"não"
261756;"não";"não";"não"
261758;"não";"não";"não"
261759;"não";"sim";"não"
261760;"sim";"não";"não"
261761;"sim";"não";"não"
261763;"sim";"não";"não"
261764;"não";"não";"não"
261765;"sim";"não";"não"
261766;"não";"não";"não"
261767;"sim";"não";"não"
261768;"não";"sim";"não"
261769;"não";"não";"não"
261770;"sim";"não";"não"
261771;"não";"não";"não"
261772;"não";"não";"não"
261773;"sim";"não";"não"
261774;"sim";"não";"não"
261775;"não";"não";"não"
261776;"não";"sim";"não"
261777;"não";"não";"não"
261778;"não";"não";"não"
261779;"não";"sim";"não"
261780;"não";"não";"não"
261781;"sim";"não";"não"
261782;"não";"não";"não"
261783;"sim";"não";"não"
261784;"sim";"não";"não"
261785;"sim";"não";"não"
261786;"não";"não";"não"
261787;"não";"não";"não"
261788;"não";"sim";"não"
261789;"não";"sim";"não"
261791;"não";"não";"sim"
261792;"sim";"não";"não"
261795;"não";"sim";"não"
261796;"não";"não";"não"
261797;"sim";"não";"não"
261798;"não";"sim";"não"
261799;"não";"não";"não"
261800;"não";"não";"não"
261801;"sim";"não";"não"
261802;"sim";"não";"não"
261803;"sim";"não";"não"
261804;"sim";"não";"não"
261805;"sim";"não";"não"
261806;"não";"não";"não"
261807;"não";"não";"não"
261808;"não";"sim";"não"
261809;"não";"sim";"não"
261810;"não";"não";"não"
261811;"sim";"não";"não"
261812;"não";"não";"não"
261813;"não";"não";"sim"
261814;"não";"não";"não"
261815;"não";"sim";"não"
261817;"não";"sim";"não"
261818;"sim";"não";"não"
261820;"não";"não";"não"
261821;"não";"não";"não"
261822;"não";"não";"não"
261823;"sim";"não";"não"
261824;"sim";"não";"sim"
261825;"não";"sim";"não"
261826;"sim";"não";"não"
261827;"não";"não";"não"
261828;"não";"sim";"não"
261829;"não";"sim";"não"
261830;"sim";"não";"não"
261831;"não";"não";"não"
261832;"sim";"não";"não"
261833;"não";"não";"sim"
261835;"sim";"não";"não"
261836;"sim";"sim";"não"
261837;"não";"sim";"não"
261838;"não";"sim";"não"
261839;"sim";"não";"não"
261842;"sim";"não";"não"
261843;"sim";"não";"não"
261844;"não";"não";"não"
261845;"não";"sim";"não"
261846;"não";"não";"não"
261847;"sim";"não";"não"
261849;"sim";"não";"não"
261850;"sim";"não";"não"
261851;"sim";"não";"não"
261852;"não";"não";"não"
261853;"sim";"não";"não"
261855;"sim";"não";"não"
261856;"sim";"não";"não"
261858;"não";"sim";"não"
261859;"sim";"não";"não"
261860;"sim";"não";"não"
261861;"não";"não";"não"
261862;"sim";"não";"não"
261863;"sim";"não";"não"
261864;"não";"sim";"não"
261865;"não";"não";"não"
261868;"sim";"não";"não"
261869;"sim";"não";"não"
261870;"não";"não";"sim"
261871;"não";"não";"não"
261872;"não";"não";"não"
261874;"sim";"não";"sim"
261875;"sim";"não";"sim"
261876;"sim";"não";"não"
261877;"sim";"não";"não"
261878;"não";"não";"não"
261879;"sim";"não";"não"
261880;"não";"não";"não"
261881;"não";"não";"não"
261882;"sim";"não";"não"
261883;"não";"sim";"não"
261884;"sim";"não";"não"
261885;"não";"não";"não"
261887;"não";"sim";"não"
261888;"não";"não";"não"
261889;"sim";"não";"não"
